myhome_id,myhome_name,myhome_sub,ss_id,ss_name,ss_sub,score,method
"6749","აფხაზეთის ქ.","წყნეთი","1362","აფხაზეთის ქ.","ფონიჭალა",100,Global
"7794","აფხაზეთის ქ.","დიდი დიღომი","1362","აფხაზეთის ქ.","ფონიჭალა",100,Global
"8015","აფხაზეთის ქ.","ავჭალა","1528","აფხაზეთის ქ,","ავჭალა",100,SubDistrict
"5938","აფხაიძე შ. ქ.","ზაჰესი","1414","ავჭალის ქ.","ზაჰესი",100,Geospatial
"9596","აფხაზავა ე. ქ.","ლილო","1179","ევგენი აფხაზავას ქ.","ლილო",89,SubDistrict
"6750","აფხაზეთის I ჩიხ.","წყნეთი","1362","აფხაზეთის ქ.","ფონიჭალა",100,Global
"6751","აფხაზეთის I შეს.","წყნეთი","1362","აფხაზეთის ქ.","ფონიჭალა",100,Global
"822","კოტე აფხაზის ქ.","აბანოთუბანი","1059","კოტე აფხაზის ქ.","სოლოლაკი",100,District
"4571","ა. აფაქიძის ქ.","საბურთალო","1148","აფაქიძის ქ.","საბურთალო",100,SubDistrict
"2891","ემანუელ აფხაიძის ქ.","საბურთალო","84","მ.ასათიანის ქ.","საბურთალო",100,Geospatial
"5939","აფხაიძე შ. I შეს.","ზაჰესი","1414","ავჭალის ქ.","ზაჰესი",100,Geospatial
"9597","აფხაზავა ე. I შეს.","ლილო","334","გოკიელის ქ.","ლილო",100,Geospatial
"116","აფხაზეთის ქ.","კუკია","685","აფხაზეთის ქ.","ჩუღურეთი",100,District
"117","აფხაზეთის I შესახვევი","კუკია","685","აფხაზეთის ქ.","ჩუღურეთი",100,District
"119","კოტე აფხაზის ქ.","აბანოთუბანი","1059","კოტე აფხაზის ქ.","სოლოლაკი",100,District
"115","თედორე აფანასიევის ქ.","ისანი","214","აფანასიევის ქ.","ისანი",100,SubDistrict
"118","აფხაზეთის II შესახვევი","კუკია","685","აფხაზეთის ქ.","ჩუღურეთი",100,District
"1136","ნორიოს აღმ","კუკია","514","ნორიოს აღმ.","კუკია",100,SubDistrict
"992","მეტეხის აღმ","ავლაბარი","864","მეტეხის ქ.","ავლაბარი",100,SubDistrict
"204","ბეთლემის აღმ","აბანოთუბანი","1035","ბეთლემის ქ.","სოლოლაკი",100,District
"1542","ღვინის აღმ.","ავლაბარი","882","ღვინის აღმართი,","ავლაბარი",100,SubDistrict
"6964","მახათას აღმ.","თბილისის ზღვა","1348","მახათას აღმართი","ივერთუბანი",100,District
"4777","აღმაშენებლის ქ.","სოფ. დიღომი","1393","დავით აღმაშენებლის ქ.","სოფ. დიღომი",100,SubDistrict
"7483","აღმაშენებლის ქ.","გლდანი","1393","დავით აღმაშენებლის ქ.","სოფ. დიღომი",100,Global
"11875","აღმაშენებლის ქ.","გლდანი","1393","დავით აღმაშენებლის ქ.","სოფ. დიღომი",100,Global
"246","ბოლო აღმართი","სოლოლაკი","964","ბოლო აღმართის ქ.","მთაწმინდა",100,District
"172","ბარათაშვილის აღმ.","ავლაბარი","961","ბარათაშვილის ქ.","მთაწმინდა",100,District
"3188","აღმაშენებლის გამზ.","ჩუღურეთი","686","აღმაშენებლის გამზ.","ჩუღურეთი",100,SubDistrict
"124","აღმაშენებლის ხეივანი","დიდი დიღომი","53","აღმაშენებლის ხეივანი","დიდი დიღომი",100,SubDistrict
